time_s,phase_rad,phase_deg,pitch_rate_rad_s,root_x_m,front_hip_target_rad,front_knee_target_rad,rear_hip_target_rad,rear_knee_target_rad,front_hip_position_rad,front_knee_position_rad,rear_hip_position_rad,rear_knee_position_rad,front_hip_torque_Nm,front_knee_torque_Nm,rear_hip_torque_Nm,rear_knee_torque_Nm,actuator_power_W,actuator_net_work_J,foot_gap_m,roundness_peak_to_peak_m,ground_contact_count,airborne
0.02800000000000001,0.0011896434125886087,0.06816154666686774,0.0751981192981481,4.3301947392126755e-05,0.315155486168285,1.2518817710827013,0.3250466894517558,1.2458579133963559,0.326758252663505,1.2836903152015628,0.3240603042020317,1.2820748180593142,-0.24477468245480472,-0.5964505996455021,-0.09172514395933229,-0.6241012173815328,-2.16133142600306,-0.02193350891070176,0.0005186010392716805,0.0029484165816323626,4.0,0.0
0.030000000000000013,0.0013472463938451575,0.07719153233154741,0.07880149062827443,5.302561056037358e-05,0.315277135757757,1.2510136906697316,0.32666860457230207,1.244061862201464,0.32830735102614034,1.2870609940498412,0.32529478967398573,1.2852549769479453,-0.264558001255514,-0.6515728183555858,-0.09264296537439831,-0.6861549511259675,-2.4512586225730875,-0.026836026155847938,0.0005869915742849723,0.0033510907206472373,4.0,0.0
0.032000000000000015,0.0015113395589535898,0.08659337813920397,0.08204658255421612,6.419130123502329e-05,0.3154001604995249,1.2500608680258922,0.3283850956480276,1.2421204209009,0.32989948263613833,1.2905373523654535,0.32657116215521365,1.2885401228823508,-0.2839817415296886,-0.7070691450673205,-0.09254548745498736,-0.7493614493335627,-2.7450231208235545,-0.03232607239749505,0.0006576856209154721,0.0037692582802953123,4.0,0.0
0.034000000000000016,0.0016811965911801732,0.0963254692064048,0.08492851611329169,7.691253003831556e-05,0.31552368899892197,1.2490214190975606,0.33019278879179,1.240032928967377,0.3315261140277873,1.2941025843345964,0.32788417688102417,1.2919154712946663,-0.3029710973719646,-0.7627951642401634,-0.09142098175702618,-0.8135865325902856,-3.0392695547796156,-0.03840461150705428,0.0007303232238545915,0.004200879303899868,4.0,0.0
0.03600000000000002,0.001856087381089293,0.10634597334390652,0.08744539495455986,9.130337205704213e-05,0.315646883066825,1.2478936243570284,0.33208834432670903,1.2377989058505376,0.3331788089210564,1.2977400691097232,0.329228694723476,1.2953664123309627,-0.32145544877452314,-0.8186127966899619,-0.08925979812420382,-0.8787004956728559,-3.3306571768049467,-0.04506592586066417,0.0008045473503011968,0.0046439263704355915,4.0,0.0
0.03800000000000002,0.0020352836144625778,0.1166131612208371,0.08959811668664237,0.00010747810478059875,0.31576893720679355,1.2466759249666568,0.33406845757519793,1.235418046035767,0.3348492578146643,1.3014334197329416,0.3305996912346653,1.2988785457479315,-0.3393682064695356,-0.87438991894334,-0.0860541557279606,-0.9445777665815918,-3.6158944416506817,-0.05229771474396554,0.0008800048569402473,0.005096390818612129,4.0,0.0
0.04000000000000002,0.002218064008210382,0.12708570636032568,0.0913901968739021,0.00012555086701768222,0.31588907810346273,1.2453669190164531,0.3361298595808998,1.2328902142220008,0.3365293038610759,1.3051665251227371,0.33199226354622485,1.30243771050016,-0.3566466864728066,-0.9300000694867201,-0.08179796765658853,-1.011096656956191,-3.8917701474602127,-0.060081255038885964,0.0009563473625413817,0.005556288115399821,4.0,0.0
0.04200000000000002,0.002403719210585505,0.1377229659010674,0.09282760118756139,0.00014563533869003814,0.31600656411250216,1.2439653578338692,0.33826931776664604,1.2302154406156365,0.33821096544691126,1.3089235860943658,0.333401635465353,1.3060300098849869,-0.3732320021268949,-0.9853222118682243,-0.07648668895174149,-1.0781391740680881,-4.15518121531422,-0.0683916174695144,0.0010332320349461643,0.006021662514666154,4.0,0.0
0.044000000000000025,0.0025915563757761485,0.14848524270219293,0.09391858259532179,0.00016784444128717827,0.3161206847523657,1.2424701423643474,0.340483636531304,1.2273939163374412,0.3398864558160869,1.3126891461749397,0.3348231610357448,1.3096418329070587,-0.3890689655289936,-1.0402405344630594,-0.07011718125330457,-1.1455908739581417,-4.40315719698531,-0.07719793186348502,0.0011103222999354328,0.006490591114874961,4.0,0.0
0.04600000000000003,0.00278090341875023,0.15933402912789002,0.09467352148704075,0.00019229005866998848,0.31623076019798135,1.2408803196209086,0.34276965778814894,1.224425988939191,0.3415482000128217,1.3164481178272933,0.33625232678099315,1.3132598723804505,-0.40410599309862016,-1.0946442735976945,-0.06268758951513442,-1.21334074188586,-4.632881618583588,-0.08646369510065219,0.0011872884784583024,0.006961187399043861,4.0,0.0
0.04800000000000003,0.002971112953517363,0.17023223269319362,0.09510476738356632,0.00021908277782992097,0.31633614077646544,1.2391950792009165,0.3451242614471807,1.221312158026677,0.3431888493794068,1.3201858045928736,0.33768475281193316,1.3168711401842927,-0.418295012037043,-1.1484275514991396,-0.05419722786296255,-1.281281090876913,-4.841710289080852,-0.0961471156788139,0.0012638083579295941,0.007432305301879272,4.0,0.0
0.05000000000000003,0.003161565916380386,0.18114438366100666,0.09522648143151159,0.00024833164914111555,0.3164362064648926,1.2374137498680124,0.3475443658436055,1.2180530709856499,0.3448012938136963,1.3238879195895572,0.33911619295344325,1.3204629800153485,-0.43159136580364965,-1.2014892238066501,-0.04464647277727618,-1.3493074723706435,-5.027186723199085,-0.10620148912521207,0.001339567702697404,0.00790160714962021,4.0,0.0
0.05200000000000003,0.003351674874977837,0.1920368246362679,0.09505447929872553,0.0002801439655831062,0.3165303663901094,1.2355357961971454,0.3500269281145274,1.2146495188072675,0.3463786719696671,1.327540600746027,0.34054253402718765,1.3240230779288122,-0.44395371766481473,-1.2537327335924875,-0.034036662540165796,-1.4173185951863836,-5.187054845489968,-0.116575598816192,0.001414260708326377,0.008367231201543757,4.0,0.0
0.054000000000000034,0.003540887023757739,0.20287788219395772,0.09460607438995106,0.00031462506036001984,0.31661805833054546,1.2335608152805746,0.3525689445257314,1.2111024320096304,0.3479143795683742,1.3311304231135521,0.34195979441243174,1.32753947092038,-0.4553439519882998,-1.3050659703015093,-0.022370002389001442,-1.4852162505381994,-5.319269155468341,-0.1272141371271287,0.0014875904039723601,0.008827461896923267,4.0,0.0
0.056000000000000036,0.0037286868668100956,0.213638020594077,0.09389992152617818,0.00035187812229702604,0.3166987482199534,1.2314885334927168,0.3551674507502978,1.2074128766520609,0.3494020759743044,1.334644408564223,0.3433641219958389,1.3310005537739298,-0.46572707335491703,-1.3554011329608517,-0.00964947514574721,-1.5529052418399694,-5.422002542027166,-0.13805814221118304,0.0015592690068253845,0.00928063210515287,4.0,0.0
0.05800000000000004,0.00391459858959668,0.2242899776717544,0.09295586139329205,0.00039200402835524843,0.3167719296529915,1.2293188033117433,0.3578195221006637,1.2035820504388577,0.3508356891822374,1.3380700331588442,0.34475179161199976,1.3343950843768675,-0.4750711038061515,-1.4046545975918985,0.004121242707536332,-1.620293318705695,-5.493651939189232,-0.1490454460895615,0.001629018232345857,0.009725124584387623,4.0,0.0
0.06000000000000004,0.0040981881219580765,0.23480888303884287,0.09179476618069839,0.00043510119257158945,0.31683712339255543,1.227051600195884,0.36052227371563994,1.1996112789093982,0.35220941935139966,1.3413952324457317,0.34611920206864105,1.3377121876872295,-0.4833469786901201,-1.4527467890917247,0.01893785942031423,-1.687291114968474,-5.532842014962217,-0.16011113011948594,0.001696569563784627,0.010159373197990845,4.0,0.0
0.06200000000000004,0.00427906489577527,0.24517235879051044,0.09043838690859661,0.00048126543069937914,0.31689387687876586,1.224687019512487,0.3632728607038031,1.1955020117115833,0.35351774101639993,1.3446084049322935,0.347462872843537,1.3409413585215484,-0.4905284416425624,-1.4996020580211855,0.034795540687492466,-1.7538120907926658,-5.538427081235018,-0.17118798428195597,0.00176166448427345,0.010581863914280676,4.0,0.0
0.06400000000000004,0.004456883301760119,0.2553606029731861,0.08890920299242437,0.0005305898397989518,0.3169417637395229,1.2222252735179784,0.3660684782446074,1.191255818955792,0.3547554040978072,1.3476984139536163,0.34877944053380544,1.3440724633193388,-0.4965919392687992,-1.545148562799346,0.051688976521107044,-1.8197724790894458,-5.509491405912332,-0.18220696709378065,0.0018240546745677203,0.010991135613137193,4.0,0.0
